key,value
"(1, 25)","{'super area title': 'East Nordreyjar', 'description': 'The plains of East Nordreyjar seem to stretch on forever, a vast expanse of open land broken only by occasional clusters of trees.  Golden wheat sways like a rippling sea, ready for harvest.\n                             Scarecrows stand guard amidst the fields, their outstretched arms warding off unwelcome visitors. Despite the starkness, there is a certain beauty in the rugged simplicity of the desert plains.', 'title': 'East Nordreyjar-plain', 'short description': 'This is a short description', 'continent': 'Nordreyjar', 'type': '3'}"
"(1, 26)","{'super area title': 'Northaenvagr', 'description': ""As you continue your journey, a vast expanse of icy water stretches before you. Their vibrant hues reflect in the icy waters below, casting an otherworldly glow upon the frozen sea. \n                                  Icebergs float by like silent sentinels, their reflective surfaces catching the shimmering colors of the aurora. \n                                  It's a magical and breathtaking sight that leaves you in awe of the wonders of the Northaenvagr sea."", 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(1, 27)","{'super area title': 'Northaenvagr', 'description': 'While you sail across the Northaenvagr sea, you see that life flourishes in the icy waters. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(1, 28)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(1, 29)","{'super area title': 'Northaenvagr', 'description': 'The northern lights dance across the night sky in a spectacular display of color and light. The frigid air bites at your skin, and the silence is almost overwhelming, \n                                  broken only by the occasional creaking of ice or the distant call of a lone seabird. ', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(1, 30)","{'super area title': 'Northaenvagr', 'description': 'While you sail across the Northaenvagr sea, you see that life flourishes in the icy waters. Pods of graceful orcas glide through the waves, their sleek black and white bodies a stark contrast against the blue backdrop.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(1, 31)","{'super area title': 'Northaenvagr', 'description': ""As you continue your journey, a vast expanse of icy water stretches before you. Their vibrant hues reflect in the icy waters below, casting an otherworldly glow upon the frozen sea. \n                                  Icebergs float by like silent sentinels, their reflective surfaces catching the shimmering colors of the aurora. \n                                  It's a magical and breathtaking sight that leaves you in awe of the wonders of the Northaenvagr sea."", 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(1, 32)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. Seals lounge on ice floes, their whiskered faces turned towards the sun. \n                                  Curious penguins dive beneath the surface, darting through the water with incredible speed.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(1, 33)","{'super area title': 'Northaenvagr', 'description': 'As far as the eye can see, the water is a vast expanse of glacial blue, its surface punctuated by jagged ice floes. Seals lounge on ice floes, their whiskered faces turned towards the sun. \n                                  Curious penguins dive beneath the surface, darting through the water with incredible speed.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(1, 34)","{'super area title': 'Northaenvagr', 'description': 'The northern lights dance across the night sky in a spectacular display of color and light. Seals lounge on ice floes, their whiskered faces turned towards the sun. \n                                  Curious penguins dive beneath the surface, darting through the water with incredible speed.', 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(1, 35)","{'super area title': 'Northaenvagr', 'description': ""While you sail across the Northaenvagr sea, you see that life flourishes in the icy waters. Their vibrant hues reflect in the icy waters below, casting an otherworldly glow upon the frozen sea. \n                                  Icebergs float by like silent sentinels, their reflective surfaces catching the shimmering colors of the aurora. \n                                  It's a magical and breathtaking sight that leaves you in awe of the wonders of the Northaenvagr sea."", 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(1, 36)","{'super area title': 'Northaenvagr', 'description': ""The northern lights dance across the night sky in a spectacular display of color and light. Their vibrant hues reflect in the icy waters below, casting an otherworldly glow upon the frozen sea. \n                                  Icebergs float by like silent sentinels, their reflective surfaces catching the shimmering colors of the aurora. \n                                  It's a magical and breathtaking sight that leaves you in awe of the wonders of the Northaenvagr sea."", 'title': 'Northaenvagr-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
